"category","類型"
"line","系列"
"Skin concern","肌膚需求"
"Items","件產品"
"Position","位置"
"New","最新"
"Price - Low To High","價錢由低到高"
"Price - High To Low","價錢由高到低"
"Please login","請先登入會員"
"You must login or register to add items to your wishlist","您必須登入會員才能將產品到我的收藏"
"Cancel","取消"
"OK","確定"
"Product Name","商品"
"Price","價錢"
"Ordered","已選購"
"Thank you for your purchase!","感謝你的購物!"
"Your order number is:","你的訂單編號:"
"We'll email you an order confirmation with details and tracking info.","我們將會通過電郵發出訂單確認及運送資料"
"Order details:","訂單資料"
"Order Date:","訂單日期"
"My Dashboard","個人資料"
"Account Information","編輯個人資料"
"Contact Information","貨品總額"
"Phone Number","電話號碼"
"Date of Birth","生日日期"
"Change Email","更改電郵"
"Default Addresses","預設地址"
"Additional Address Entries","新增地址"
"New/Edit Address","新增/編輯地址"
"Order History","購物記錄"
"Order #","訂單編號"
"Order","訂單編號"
"Name","購物記錄"
"Total","訂單金額"
"Status","狀態"
"View / Order","檢視"
"Wish List Sharing","分享我的收藏"
"Email addresses, separated by commas","發送的電郵地址，請以逗號分隔"
"Message","信息"
"Share Wish List","分享收藏"
"My Rewards","積分結餘"
"Current Balance","積分"
"Total Earned","累積積分"
"Total Spent","已使用的積分"
"Expired","積分有效期"
"My Rewards History","積分記錄"
"You have no rewards","未有積分記錄"
"Company","公司"
"Phone Number","電話號碼"
"Hongkong","香港"
"Address","送貨地址"
"Street Address","地址"
"Enter the street address","地址"
"Use as my default shipping address","設定為預設送貨地址"
"Save and update","儲存及更新"
"This is you default billing address","這是你預設的訂單地址"
"Orders","購物記錄"
"Delivery and Returns","送貨服務"
"This delivery service only available in hongkong and macao.","送貨服務只適用於香港及澳門"
"City and District","地區"
"Please select a city","請選擇"
"Please select a region","請選擇"
"First","名字"
"You already have an account with us. Sign in or continue as guest.","您已经有我们的帐户。 登录或以访客身份继续。"
"Please enter your details below to complete your purchase","请在下方输入您的详细信息以完成购买"
"Macao","澳門"
"China","中國內地"
"Item in Cart","件產品"
"Newest","最新"
"Click here to leave account","登出賬戶"
"Action","更多"
"Reorder","重覆訂單"
"Marketing","產品資料及推廣資訊"
"Phone","電話"
"Edit/Remove","更改/刪除"
"This is your default shipping address.","这是您的默认收货地址。"
"Item(s)","件產品"
"Reply","回覆"
"Comments","回應"
"You're reviewing:","你正在為此產品評分"
"Nickname","姓名"
"Add your photo","加入照片(如適用)"
"CUSTOMER POINTS","會員積分"
"Customer Points","會員積分"
"Customer Grade","會籍"
"Available Points","積分結餘"
"Expiry Date","到期日"
"CHECKOUT AS A CUSTOMER","使用以下地址為是次收貨地址"
"CHECK OUT AS A GUEST","以訪客身份購物"
"New Address","填寫新地址"
"Select your coupon","請選擇可使用的優惠碼"
"Please select a coupon","選擇優惠碼"
"No reviews","沒有評論"
"Verification code has been sent to your mobile","已發送驗證碼到你的手提電話號碼"
"Region Number","自取方式"
"SF Locker","順豐智能櫃"
"SF Store","順豐站"
"Pickup Method","選擇順豐自取地點"
"City","地區"
"Area","區域"
"Store for pick-up goods","店舖"
"Pick-up method","自取方式"
"Coupon was successfully applied.","已成功使用優惠碼"
"Coupon code is not valid.","優惠碼未能使用(未能符合使用優惠碼之要求/未登入會員)"
"Coupon code was removed.","已刪除優惠碼"
"untranslated text","不適用"
"View Details","查看詳情"
"Shipped","已寄出"
"You have not set a default shipping address.","你暫時未有其他地址紀錄"
"Please login","請先登入"
"You Can Access A Wishlist After Logging In ","請先"
"Log in ","登入會員，"
"New to Laneige? Create new account","新會員註冊"
"%1 Item","%1 件產品"
"%1 Items","%1 件產品"
"Find Password Completed","忘記密碼"
"Find Password","忘記密碼"
"The password change process has been sent to your email.","重設密碼之電郵已發送至你的電郵地址，請重設你的密碼"
"Please reset your password and log in with the changed password.","再重新登入"
"There was recently a request to change the password for your account.","我們收到了您在LANEIGE網店的重設密碼要求，請按以下以"
"If you requested this change, set a new password here:",""
"If you did not make this request, you can ignore this email and your password will remain the same.","如您沒有發出過此要求，請無視此電郵"
"Thank you, %store_name","謝謝您 LANEIGE網上商店"
"If there is an account associated with %1 you will receive an email with a link to reset your password.","已發送密碼重置電子郵件 %1"
"Member points","會員積分"
"Created At","創建日期"
"Please select a city or district.","請選擇城市"
"Municipality of the Islands","海島市"
"Municipality of Macau","澳門市"
"Kowloon","九龍"
"Hong Kong Island","香港島"
"Macau","澳門"
"New Territories ","新界"
"Hong Kong","香港"
"Add All to Cart","將所有產品加到購物車"
"%1 product(s) have been added to shopping cart: %2.","已成功將 %2 加至購物車"
"We couldn't add the following product(s) to the shopping cart: %1.","未能將 %1 加至購物車"
"Your wish list has been shared.","已分享收藏清單"
"The password doesn't match this account. Verify the password and try again.","密碼不正確，請重新輸入"
"Posted here","新增"
"City/District","城市"
"Enter the street address 2","地址(選填)"
"Are you sure you want to delete this address?","確認要刪除此地址?"
"Select shipping information type","送貨資料"
"Use member address","使用會員地址"
"Use another shipping address","輸入其他收貨地址"
"Please enter a valid email address (Ex: johndoe@domain.com).","請輸入正確的電郵地址 (Ex: johndoe@domain.com)."
"Please enter at least %1 characters in mobile no","請輸入正確的電話號碼"
"Please enter no more than %1 characters.","請輸入正確的電話號碼"
"The password change process has been sent to your email. Please reset your password and log in with the changed password.","重設密碼之電郵已發送至你的電郵地址，請重設你的密碼再重新登入"
"Go to main page","返回主頁"
"Leave your comment","分享產品評論"
"Comment","評論"
"Talk about why you like this review, or ask a question.","分享產品評論"
"Add comment","分享"
"Verification code is wrong","驗證碼錯誤，請重新輸入"
"No payment method selected","請選擇付款方法"
"Attention","請注意"
"No shipping method selected","請檢查一次是否已正確填寫送貨地址"
"Reward Points History","會員積分記錄"
"Guangdong","廣東"
"Beijing","北京"
"Tianjin","天津"
"Hebei","河北"
"Shanxi","山西"
"Inner Mongolia","內蒙古"
"Liaoning","遼寧"
"Jilin","吉林"
"Heilongjiang","黑龍江"
"Jiangsu","江蘇"
"Zhejiang","浙江"
"Anhui","安徽"
"Fujian","福建"
"Jiangxi","江西"
"Shandong","山東"
"Henan","河南"
"Hubei","湖北"
"Hunan","湖南"
"Guangxi","廣西"
"Hainan","海南"
"Chongqing","重慶"
"Sichuan","四川"
"Guizhou","貴州"
"Yunnan","雲南"
"Tibet","西藏"
"Shanxi","陝西"
"Gansu","甘肅"
"Qinghai","青海"
"Ningxia","寧夏"
"Xinjiang","新疆"
"Shanghai","上海"
"Reward Points","會員積分"
"Hongkong 852","香港 852"
"Macao 853","澳門 853"
"China 86","中國 86"
"My Account","個人資料"
"Log in","登入"
"Sign up","註冊"
"Please enter a valid code","請輸入有效的驗證碼"
"Payment method","付款方式"
"Page #","第x頁 #"
"Shipping method","送貨資料"
"Terms and Conditions","條款及細則"
"Membership T&C","2022會員計劃條款及細則"
"We couldn't process your order. Please place an order again later, or contact our service center.","我們無法處理您的訂單。請稍後再下訂單，或聯繫我們的客戶服務中心。"
"Try Again","再試一次"
"Order failed","訂單失敗"
"Customer Favorites","用家最愛"
"Perfect combination with","完美養肌組合"
"Sign up for Newsletter","訂閱蘭芝香港資訊"
"Email address","電郵地址"
"SUBMIT","提交"
"By clicking Submit, I want to receive promotional emails from Laneige and other Amorepacific brands.","當點擊「提交」按鈕後，即表示閣下同意接收蘭芝及AMOREPACIFIC Hong Kong Co., Ltd品牌產品資料及推廣資訊。"
"© AMOREPACIFIC CORPORATION. ALL RIGHTS RESERVED.","©AMOREPACIFIC CORPORATION. All rights reserved."
"Your order is Complete","您的訂單已完成"
"Order No.","訂單號碼:"
"Main Page","主頁"
"View More","了解更多"
"BEST","暢銷產品"
"EXCLUSIVE","網店限定"
"Be the First to Review","成為第一個撰寫評論的用戶"
"Clear All","清除"
"Compare","比較"
"Compare Products","比較產品"
"FREEBIES","體驗裝"
"HOW TO USE","使用方法"
"WRITE A REVIEW","撰寫評論"
"Photo Review","照片評論"
"Recommendation","您可能會喜歡的產品"
"Perfect combination with","完美養肌組合"
"Membership","會員"
"View all benefits","所有禮遇"
"Point","積分"
"Coupon","優惠券"
"Hurry! Only %1 Left","只剩%1件!"
"Buy Now","立即購買"
"Discount Coupon","優惠券"
"Purchase Benefits","購物禮遇"
"SET INCLUDES","套裝包括"
"INGREDIENTS","成分"
"SHIPPING","送貨服務"
"Remove","移除"
"Give Away","禮遇"
"Share A Link","分享"
"Please select a sharing route","分享至"
"Enter a search term","請輸入一個搜索詞"
"No exact matches found","未找到相關選項"
"By clicking Submit, I want to receive promotional emails from Laneige and other Amorepacific brands.","當點擊「提交」按鈕後，即表示閣下同意接收蘭芝及AMOREPACIFIC Hong Kong Co., Ltd品牌產品資料及推廣資訊。"
"Legal Information","注意事項"
"Service Center","客戶服務"
"Frequently Asked Questions","常見問題"
"OPEN ALL QUESTIONS","全部問題"
"CLOSE ALL QUESTIONS","關閉所有問題"
"Shipping Info","送貨服務"
"Please enter the email address you have registered with. We will send a link for resetting password to your email.","提供您的網店帳戶電郵地址以接收密碼重設電郵。"
"Please enter your email address","請輸入您的電郵地址"
"Send Request","發送"
"Enjoy member exclusive privilege after login","登入網店尊享獨家禮遇"
"Start sulwhasoo shop with various benefits","開展您的蘭芝完美肌膚之旅"
"Please enter your email or phone number","請輸入您的電郵或手提電話號碼"
"Please enter a valid email or phone num","請輸入有效的電子信箱或電話號碼"
"Please enter at least 10 characters in mobile no","請在手機號碼中輸入至少10個字符"
"Please enter no more than 11 characters.","請輸入不超過11個字符。"
"Enter email or mobile number","電子郵件/手機號碼"
"This field is required","必須填寫"
"Please check your email or phone number ID","請檢查您的電郵地址或手提電話號碼"
"Please check your ID or password and try again","請檢查您的電郵地址 / 電話號碼或密碼，然後重試"
"Remember me","記住我"
"Find password","忘記密碼"
"Continue with facebook","以 Facebook 註冊"
"Or","或"
"Continue with guest","以訪客繼續"
"Membership point","會員積分"
"Membership Point","會員積分"
"Exclusive Shopping Privilege","網店獨家禮遇"
"Search Results (%1)","搜索結果 (%1)"
"Product (%1)","商品 (%1)"
"Post (%1)","資訊 (%1)"
"'%1' Results","'%1' 結果"
" Results"," 結果"
"<span>'%1'</span> Results","<span>'%1'</span> 結果"
"Category","產品類型"
"You Can Access A Review Write After Logging In","您可以在登入後瀏覽您的收藏產品"
"Added to your cart.","已加入購物車"
"Continue shopping","繼續購物"
"Go to Cart","前往購物車"
"Events","活動"
"Current Events","活動進行中"
"Previous Events","活動已結束"
"No Event found!","未找到活動!"
"You Can Access A Wishlist After Logging In","您可以在登入後瀏覽您的收藏產品"
"Sign Up for Newsletter","訂閱蘭芝香港資訊"
"Terms And Services Policy","服務及使用條款"
"Please select an option","請選擇一個選項"
"Product option must be selected.","必須選擇產品選項"
"Product option must be selected","必須選擇產品選項"
"Please enter at least 4 characters.","請輸入有效的驗證碼"
"Please enter no more than 4 characters.","驗證碼錯誤，請重新輸入"
"Please enter at least {0} characters.","驗證碼錯誤，請重新輸入"
"Please enter no more than {0} characters.","驗證碼錯誤，請重新輸入"
"Mobile number digits can not be less than %1","手機號碼位數不能少於%1"
"There are no items in your cart","您的購物車是空的"
"Don’t open for a day","今天內關閉此視窗"
"Close","關閉"
"Read more","查看更多"
"Agree","同意"
"Disagree","不同意"
"This website is excluded from customer\'s group.","本網站不屬於客戶群。"
"This website is excluded from customer's group.","本網站不屬於客戶群。"
"We apologize, but your free gift <strong>%1</strong> is not available at the moment","很抱歉，您的禮品 <strong>%1</strong> 目前不可用"
"Please enter your e-mail","請輸入您的電子郵件地址"
"Please enter your phone number","請輸入您的手提電話"
"LOGIN","會員登入"
"Ship Here","使用此地址"
"Ship here","使用此地址"
"Welcome to use your Facebook account to quickly log in!","歡迎使用您的 Facebook 帳戶以更快速地登入!"
"Join Chinese Laneige member! Complete binding","請加入蘭芝中國會員！ 請完成鏈接"
"I am a member of Laneige Chinese! Login now to complete the binding","我是蘭芝中國會員。 爲了鏈接您的帳戶，請現在登錄。"
"View the Review","查看評論"
"You added product %1 to the <a href="%2">comparison list</a>.","您已將 %1 <a href="%2">添加到比較列表中</a>."
"Please enter more or equal than %1 symbols.","手機號碼位數不能少於 %1"
"My Profile","個人資料"
"My Membership","我的會籍"
"Personal Information","個人資料"
"Coupon/Point","優惠碼/積分"
"Wishlist","我的收藏"
"My History","購物紀錄"
"Delivery status","訂單狀況"
"Preparing","準備中"
"In Delivery","運送中"
"Delivered","已運送"
"Refund","退款"
"Recent Order","最近訂單"
"View all order history","查看所有購物紀錄"
"Order/Refund","訂單"
"Please enter a summary","請輸入摘要"
"Please enter a message","請輸入商品評論"
"Unwritten review","立即撰寫評論"
"Written review","已撰寫評論"
"Writing period","撰寫時期"
"Your Wishlist Is Empty.","您的收藏夾是空的"
"I have read & accept the <a target=""_blank"" href=""/privacy-policy"">Privacy Policy</a>","我已閱讀並同意相關<a target=""_blank"" href=""/privacy-policy"">隱私權條款</a>"
"The list will be kept for 30 days.","此記錄將保留 30 天."
"Your My History is empty.","您沒有購物紀錄"
"Member Center","會員專區"
"Withdrawal from membership","解除會員帳號"
"Manage Addresses","管理地址"
"Beauty Profile","我的美肌檔案"
"Change Shipping Address","編輯送貨地址"
"Delete","刪除"
"Coupon name","優惠碼名稱"
"Coupon List","優惠碼清單"
"Information","資料"
"The expiration date","有效日期"
"Redemption history","兌換記錄"
"the product name","產品資料"
"redemption credits","兌換積分"
"Redemption date","兌換日期"
"Redemption counter points","兌換地點"
"the number of redemptions","兌換次數"
"My page","會員專區"
"My Page","會員專區"
"My Order","我的訂單"
"Order details","訂單紀錄"
"Order Details","訂單紀錄"
"Order Information","訂單資料"
"Your Review","您的評論"
"Submitted on %1","已於 %1 提交"
"Back to the list","返回列表"
"Show more","顯示更多"
"Show less","显示较少"
"Package Option","包裝選項"
"Economy Package","簡約包裝"
"Gift Package","送禮包裝"
"All goods of this order will be package delivered if you picked Gift Package","如選擇禮物包裝服務，此訂單的所有產品將一併包裝並進行寄送"
"All %1","全部 %1"
"Sold out","售罄"
"Invalid Form Key. Please refresh the page.","表單鍵無效。 請刷新頁面。"
"Order Completed","訂單已完成"
"Payment","付款方式"
"Quote does not have Pickup Location assigned.","未指定取貨地點"
"You have successfully logged out.","您已成功登出"
"Logout","登出"
"Change your password","更改您的密碼"
"Show per page","每頁顯示"
"All %1","全部 %1"
"Your Review Is Empty","暫時未有評論"
"Your Unwritten Review Is Empty","暫時未有評論"
"Wish list","我的收藏"
"Order No. %1","訂單號碼 %1"
"Sitemap","網站導覽"
"p","分"
"Total %1","全部 %1"
"Share","分享"
"Remove all","移除所有"
"%1 month","%1 個月"
"You have placed no returns.","暫時未有退款記錄"
"About membership program","關於蘭芝會員計劃"
"Membership level","會員等級"
"Number Of Point","現時總積分"
" Point can be used"," 積分可使用"
"Membership Level Expiration Date","會員等級到期日"
"Points history","積分記錄"
"the name of the point","積分名稱"
"points are accumulated and used","積分累積使用"
"membership credits","積分"
"the expiry date of the points","積分有效期"
"Please check the shipping address information. %1","請確認送貨地址。%1"
"Please check the shipping address information.","請確認送貨地址。"
""%fieldName" is required. Enter and try again.",""%fieldName" 為必填項目。請輸入後再試一次。"
"%fieldName" is required. Enter and try again."","%fieldName" 為必填項目。請輸入後再試一次。""
"Please enter a company name","請輸入公司名稱"
"Not yet calculated","尚未計算"
"You have no items to compare.","您沒有選取要比較的產品。"
"SF Express - Home deliver","送貨 - 上門送貨"
"SF Locker Delivery - SF Locker","順豐站自取服務 - 順豐站"
"SF Locker Delivery -  SF Station","順豐站自取服務 - 順豐站"
"SF Locker Delivery - SF Station","順豐站自取服務 - 順豐站"
"Return Number","訂單號碼"
"Ship From","發貨地點"
"Return Status","退貨狀態"
"View Return","查看退貨狀態"
"Returns","退貨"
"Refunds","退款"
"Discount Amount","折扣金額"
"Row Total","行總計"
"Return details","退貨詳情"
"My Returns","我的退貨"
"Return Number","訂單號碼"
"Request Information","訂單詳情"
"Order ID","訂單號碼"
"Date Requested","申請退貨日期"
"Shipping Preference","退貨地點"
"Items Return Requested For","退貨之產品"
"Condition","產品狀態"
"Resolution","退貨安排"
"Request Qty","申請數量"
"Customer Service","客戶服務"
"Leave Comment","發表評論"
"Submit comment","提交評論"
"Log in / Sign up","登入/註冊"
"Choose a color","請選擇一個選項"
"Events","最新活動"
"Customer Service Team","客戶服務團隊"
"Telephone","電話"
"Street Address 3","街道地址3"
"How to Use","如何使用"
"Product Characteristics","產品特徵"
"Proven Results","驗證的結果"
"Color Shades","顏色陰影"
"MultiShipping","多件運輸"
"Return History","退貨記錄"
"Reviews List","評論清單"
"My Orders View","我的訂單視圖"
"My Requisition View","我的請購單"
"My Quotes View","我的行情視圖"
"My Returns View","我的退貨視圖"
"My Product Reviews View","我的產品評論視圖"
"<span>See More</span>","<span>查看更多</span>"
"Customers Also Love","建議搭配產品"
"Are you sure you would like to remove selected items from the requisition list?","您確定要從請購單中刪除所選項目嗎？"
"Use your reward points (%1 available)","使用您的獎勵積分(%1 可用的)"
"Default Billing & Sipping Address","默認帳單和送貨地址"
"Address %1","地址 %1"
"Are you sure you want to delete this card:","您確定要刪除此卡嗎？"
"No Payment Information Required","無需付款信息"
"Orders And Returns","訂單進度查詢"
"Please select user or team","請選擇用戶或團隊"
"Please select a user or team first.","請先選擇一個用戶或團隊。"
"Add & Edit Address","添加和編輯地址"
"Remember my account","記住我的帳號"
"Email / Phone number","電子郵件/電話號碼"
"Mobile number","手機號碼"
"DM City","DM城市"
"DM State","DM州"
"DM Detailed Address","DM詳細地址"
"DM Zipcode","DM郵遞區號"
"Favorite Store","最喜歡的商店"
"Referrer Code","推薦人代碼"
"SMS Marketing","我願意收到簡訊通知訊息"
"DM Marketing","我願意收到實體DM通知訊息"
"Please enter more or equal than 5 symbols.","請輸入大於或等於5個符號。"
"Password Strength","密碼強度"
"""DM Detailed Address"" contains non-alphabetic or non-numeric characters.","“ DM詳細地址”包含非字母或非數字字符。"
"Logistics","後勤"
"Review & Payments","付款方式"
"%1 items in the shopping cart","%1 購物車中的物品"
"Green World Integration Gold Flow","綠世界整合金流"
"Shopping cart subtota","購物車小計"
"Total order","總訂單"
"Transport to:","運輸到："
"Mailing method:","郵寄方式："
"Confirm Order","確認訂單"
"My billing and delivery address are the same","收件地址與住家地址相同"
"Check / Money order","支票/匯票"
"Please replace this text with you Privacy Policy. Please add any additional cookies your website uses below (e.g. Google Analytics).","請用您的隱私政策替換此文本。 請在下面添加您的網站使用的所有其他Cookie（例如Google Analytics（分析））。"
"Unable to send mail:","無法發送郵件："
"%1 items in wish list","%1個產品在願望清單中"
"Invalid Form Key. Please refresh the page.","伺服器發生錯誤 請重新整理網頁"
"Mouse over to zoom","鼠標懸停以縮放"
"POS Information","POS信息"
"telephone","電話"
"Get Code","取得驗證碼"
"Verify","驗證"
"Verify Registration","註冊"
"Code","驗證碼"
"Code has been verified please move to the next step","驗證成功"
"I'm LANEIGE","《I'm LANEIGE》雜誌"
"Privacy Policy","隱私權政策"
"UGCT&C","UGC 服務條款"
"Terms&Conditions","服務條款"
"All Ingredients / Precautions","相關資訊"
"Best & New","熱門消息"
"Skincare","韓系保養"
"Make-Up","韓系彩妝"
"Homme","男仕保養"
"Event","最新活動"
"After the package is sent, you will receive an email asking for the latest order status via the order link in the email.","包裹寄出後，您將收到電子郵件，可以透過郵件中的訂單連結查詢最新訂單狀態。"
"You have %points_balance points that may be used in %store_name:","提醒您，還有%points_balance剩餘點數未使用完畢，立即登入%store_name會員帳號，即可享受多項促銷優惠喔!："
"Go to shopping cart","直接購買"
"Please select a city, city or district","請選擇一個城市,城市或地區"
"New admin user '%user_name' created %store_name","'%user_name' 您已成功加入[%store_name]"
"Order Date:","訂購日期:"
"0 items in wish list","0個產品在願望清單中"
"Thank you, we will contact you as soon as possible!","感謝您，我們將盡速與您聯繫!"
"Order Details","訂單明細"
"Return request","退貨申請"
"Return Comments","退貨原因"
"Return order number","退貨訂單號碼"
"Dear customer, we have received your return request! We'll do it.","親愛的顧客您好，我們已收到您的退貨申請需求! 我們會進行"
"event closed","活動結束"
"View More","查看更多"
"Ship here","在這裡運送"
"Thank you for your support, Your order has been established, shopping clearly.The details are as follows.","感謝您對我們的支持, 您的訂單已成立，購物明細如下。"
"The goods you ordered have been shipped.","您訂購的商品已出貨。"
"Dear Customer, we have received your request for return of goods. We will carry out our internal examination work later. Upon completion of the review, you will receive a short notice of the Superman Return Code.","親愛的顧客您好，我們已收到您的退貨申請需求，後續將進行內部審查作業，完成審查後，您會收到一封「超商退貨代碼」簡訊通知。"
"Please pay attention to the newsletter and return it to the supermarket within three days after receiving the newsletter. If you do not receive the news in more than three days, you can email us at <a href=""mailto:%store_email"">%store_email</a>","近期請留意簡訊訊息，並於收到簡訊後的三天內至超商進行退貨；如超過三天未收到簡訊，可透過 <a href=""mailto:%store_email"">%store_email</a>"
"Shipping Charge","運費"
"Waiting for a refund","退款中"
"Join the Laneige LINE official account","加入蘭芝LINE官方帳號"
"You can enquire about your point information!","獲得第一手美妝資訊"
"Find a store","尋找專櫃"
"Add to Wish List","收藏商品"
"Edit/Remove","編輯/刪除"
"New/Edit Address","新增/修改地址"
"Thank you for your subscription to the latest news on %store_name.","感謝您訂閱【%store_name】最新消息"
"You have successfully subscribed to the latest news from %store_name.","您已經成功訂閱【%store_name】最新消息"
"You have successfully cancelled the latest news from %store_name.","您已經成功取消【%store_name】最新消息"
"View / Order","查看 / 訂購"
"Recipient Information","收件人資料"
"Please make sure that the name and correct number on your ID card are filled in so that you won't be able to collect the goods!","收件資料請務必填寫身份證上的姓名與正確手機號碼，以免無法收貨!"
"Save in address book","儲存於通訊錄中"
"Ship here","儲存"
"My Dashboard","會員中心"
"Contact Form","蘭芝顧客服務中心"
"Your %store_name order has shipped","【%store_name】包裹出貨通知"
"Your package has been shipped and you may contact us at any time if you have any questions.","您的包裹已經出貨，如果您有任何問題，可隨時與我們聯繫"
"Customer <a href=""mailto:%store_email"">%store_email</a>","客服中心<a href=""mailto:%store_email"">%store_email</a>"
"or call <a href=""tel:%store_phone"">%store_phone</a>","或撥打<a href=""tel:%store_phone"">%store_phone</a>"
"Customer Service Centre Service Hours <span class=""no-link"">%store_hours</span>.","客服中心服務時間為<span class=""no-link"">%store_hours</span>"
"Shipped By","貨運方式"
"Tracking Number","貨態查詢"
"Billing Info","個人資訊"
"The requested qty is not available","目前該商品庫存不足您欲購買數量，請重新調整數量"
"This product is out of stock.","您所選購的商品目前沒有庫存"
"This product(s) is out of stock.","您所選購的商品目前沒有庫存"
"And get more shopping feedback.","並獲得更多購物回饋"
"join a member","加入會員"
"Shopping using non-members will not be able to get member rights and distribution information to suggest that you","使用非會員購物將無法獲得會員權益與配送資訊建議您先"
"first.","在進行購買"
"Be sure to fill out the name on your ID card in case you can't collect the goods","請務必填寫身分證上的姓名，以免無法收貨"
"Non-member order can only be checked.If you are already a <a href=""%1"">member</a>, please check the progress of my order after signing up.","此功能僅開放非會員購物訂單進度查詢。若您已是會員，請<a href=""%1"">登入會員</a>，至「我的訂單」查詢進度"
"Billing Last Name","訂購人姓氏"
"Create a card with a credit card","信用卡刷卡"
"Join LINE's official account for the latest membership news.","加入LINE 官方帳號掌握最新會員消息"
"The system will automatically grant bonus points!","系統將會自動贈與紅利點數!"
"Within 7 working days of the completion of the shipment of the order and the receipt of the order by the consumer","訂單完成出貨且消費者收貨後7個工作天內"
"Checkout","結帳"
"Rating","評分"
"Write Your Own Review","撰寫使用心得"
"Your Rating","必填欄位",module,Magento_Review
"Summary","心得摘要"
"Review","評論"
"Submit Review","提交"
"Number Of Reviews","心得數量"
"Add Your Review","分享使用心得"
"Customer Reviews","顧客使用心得"
"Posted on","發表於"
"Please enter a review summary.","請輸入心得摘要"
"Please enter a review","撰寫使用心得"
"You submitted your review for moderation","已提交使用心得進行審核"
"More Reviews","更多使用心得"
"Please select one of each of the ratings above.","請為此商品評分"
"Share your thoughts with other customers","分享使用心得，幫助其他人選擇合適商品"
"Write a review","分享使用心得"
"of customers recommend this product","顧客推薦這項商品"
"reviews","則使用心得"
"Top customer reviews","熱門評論"
"Recommended","推薦"
"Rating","評分",module,Magento_Review
" stars"," 星級"
" star"," 星級"
"I recommend this product","非常推薦這個商品"
"Was this review helpful?","這對您有幫助嗎?"
"Reviews","評論"
"%1 people found this helpful","%1 人認為很有幫助"
"Add your photo","添加您的照片"
"No reviews","沒有評論"
"Reviews %1","評論",module,Magento_Review
"Points","點數"
"Expiry","到期日"
"All benefits","所有禮遇"
"Memberships","會籍"
"Order Now","結帳"
"Add to Wishlist","收藏商品"
"Linking/Login with Facebook","Facebook 帳號綁定 / 登入"
"attribute:Add to Cart","加入購物車"
"The recipient name can only be expressed entirely in Chinese (or entirely in English). Please help to modify it. Thank you.","收件人姓名只能全以中文(或全以英文)表示，敬請協助修改，謝謝。"
"You Have","你有"
"points left","剩余点数"
"for every","对于每一个"
"Apply Reward","套用"
"Cancel Reward","取消"
"Product Types","產品類型"
"Skin Concern","皮膚問題"
"Welcome to use Facebook, Google, LINE account to log in quickly!",""
"Grand Total","訂單總金額"
"Writing period","撰寫日期"
"Your Wishilist Is Empty.","目前沒有收藏商品"
"Marketing Consent","我已閱讀並同意以下所有條款"
"Sign Up for Newsletter","願意訂閱電子報"
"Read More","閱讀更多"
"When you press OK, all your member information in Laneige ","當您按下「確定」的同時，您在蘭芝的所有會員資料"
"(including: membership, accumulated spending and membership points) will be deleted ","(包含: 會籍、累積消費金額與會員點數)"
"(details will be deleted simultaneously at the department store and the official website) ","都會被刪除(百貨櫃點與官網將同步刪除資料)"
"Confirm delete → select ""OK""; leave → select ""Cancel"" ","確定刪除→選擇「確定」；離開→選擇「取消"
"Cancel Member Account","註銷會員帳號"
"Total 8 characters: add / and 7 alphanumeric characters","共8個字元: 為 / 加上7個英或數字符號"
"No file uploaded","目前沒有檔案"
"Select upload file","上傳檔案"
"Invalid BarCode.","無效的手機條碼載具，敬請再次確認"
"Membership expiry date","會籍到期日"
"Thank you","謝謝您"
